,text,BIO_anno
2784,冬奥卡挂失后十天了还没收到卡提前激活了还会不会寄卡,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
2785,销卡也是有魄力的,B-COMMENTS_N I-COMMENTS_N O O O O O O
2786,这卡有什么用，感觉没用,O B-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2787,你对砖行算是有情有义了，倒是砖行对你不仁不义，销得漂亮不惯它！,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
2788,昨天又申请一次今天通过额度10000,O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2789,哈哈翻了三倍优秀优秀,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_ADJ I-COMMENTS_ADJ
2790,还行，刚好到我的底线10000，听说5倍积分又要来了，搞完今天，明年在用半年不涨又消掉从来,O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_ADJ B-COMMENTS_ADJ O O
2791,我卡没给我，感觉有点悬了,O B-PRODUCT O O O O O O O O B-COMMENTS_ADJ O
2792,你对砖行深情义气，但砖行对你不厚道，又不好卖,O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2793,我1W都卖了，三年没提了，额度低就这样吧,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O
2794,中行最贱??不给提就不要显示出来,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O
2795,平时不爱贷后，你点了他就开工,O O O O O O O O O O O O O O
2796,你高级单位的吧？。。。就身份证+名片就给你这么高的额度。。。佩服佩服。。。,O B-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O
2797,中国银行不提就不要显示。,B-BANK I-BANK I-BANK I-BANK O O O O O O O O
2798,以后你不爱借，点了就动手。,O O O O O O O O O O O O O
2799,这月初，发现最近半年，所持卡行都没啥活动，平时刷卡也没动力；,O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2800,上个月可以兑换话费和e卡，我都兑换完了，积分都用了,O O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O
2801,尊敬的客户，欢迎您成为工行的五星用户,O O O O O O O O O O O B-BANK I-BANK O O O O O
2802,18K到20K。上次调额还是去年的9月份。哈哈，给兄弟们沾沾喜气。请自行忽略卡号。,O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2803,我中行快一年了都不出额度,O B-BANK I-BANK O O O O O O O B-COMMENTS_N I-COMMENTS_N
2804,但是就不给提。就有点尴尬了，都几年了，额度还是很低,O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_ADJ
2805,你应该向他投诉，这样的效率太低了,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2806,不在乎他。我还有其他银行，建设银行也很给力的,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2807,固提到2w以内靠谱，以上都应该是送人头,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
2808,点提固定到19K，不要填23K,O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O
2809,点了23000以失败，过几天在点19000能成？浦发的,O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O
2810,随时点都可以，能提就能提，不提什么时候点都不提。看运气,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2811,你的意思我在点19000试试？,O O O O O O O O O O O O O O O
2812,干，不要怕，我刚才就成功了！失败不就多一条贷后吗？,O O O O B-COMMENTS_ADJ O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O
2813,修到19K，不填23K，工行这个额度可以了吧,O O O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O
2814,失败2w内可靠提一下，以上都要发头像,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O
2815,喜提5条征信,B-COMMENTS_ADJ O O O B-PRODUCT I-PRODUCT
2816,中国银行确实是这样，跟理财经理说一声就可以给你办了。因为U盾权限过大，中行不敢滥发，相比较而言，工行农行可以随便申领...,B-BANK I-BANK I-BANK I-BANK O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O B-BANK I-BANK O O O O O O O O O O O B-BANK I-BANK B-BANK I-BANK O O O O O O O O O
2817,你确定随便给的是u盾，而不是口令？我们这整个地市的网点，我问过很多个，多数都不知道u盾（中行叫中银e盾），口令（中银e令）随便给...,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O
2818,在手机银行里直接开手机盾就可以,O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O
2819,我这支行直接告诉我他能那没有U盾,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT
2820,中行EMV白??100k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O O O O O O
2821,我们的是中行来单位推荐的人手一张申请到收卡3周,O O O O B-BANK I-BANK O O O O O O O O O O O O O O B-PRODUCT O O
2822,看来我还有两周要等，干着急啊,O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2823,不晓得诶，我也还在耐心等待,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2824,今日收到卡了，额度100k，满意了,O O O O B-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2825,10万是人民币额度，额度是12.5千美金,O O O O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_N I-COMMENTS_N O O O O O O O O
2826,哦，额度这么高，呵呵呵呵呵呵，在国内不是很好用，有点纠结~想搬砖,O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O
2827,当日到期，第二天就没额度了，需要等一两天重新申请额度，如果额度到期之前借出来，那你就按着计划还就可以了,O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O
2828,想问贷款下来了吗？我现在面对它,O O B-PRODUCT I-PRODUCT O O O O O O O O O O O
2829,90%是要求你办理分期付款。?不回答最好,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2830,这额度看看就好，点了十有八九被拒,O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ
2831,结算卡有流水，是好事啊。应该是多头授信吧,B-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O B-COMMENTS_N I-COMMENTS_N O
2832,我也是只差中行，一直推不下来，养半年征信10月再战，没砖人员申个中行卡好难,O O O O O B-BANK I-BANK O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O B-BANK I-BANK O B-COMMENTS_ADJ I-COMMENTS_ADJ
2833,我去弄工行也是，10行，57W，怎么申都不下！,O O O B-BANK I-BANK O O O O O O O O O O O O O O O O O O
2834,你现在这八行无论是多头还是额度过高都是头疼，如果你当中有两行是野鸡菜卡把它销了那就最好不过了，可是你这八行都是不错的，你根本无从下手！...,O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O
2835,我就三个银行，工行，中信，中行,O O O O O O O B-BANK I-BANK O B-BANK I-BANK O B-BANK I-BANK
2836,估计8号线的号有点多，总额也有点高,O O O O O O O O O O O O O O O O B-COMMENTS_ADJ
2837,光大是我销户的下一个目标，积分也废了，用了快两年了。,B-BANK I-BANK O O B-COMMENTS_N I-COMMENTS_N O O O O O O O B-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
2838,周六冻结，昨天解冻了，赶紧转移,O O B-COMMENTS_N I-COMMENTS_N O O O B-COMMENTS_N I-COMMENTS_N O O O O O O
2839,好害怕我的二卡夭折，虽然我还没申,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O B-PRODUCT I-PRODUCT O O O O O O O O O
2840,你们看看你们的激活里，我的激活里显示美洲自由行卡我真懵,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O B-COMMENTS_N I-COMMENTS_N O O O O O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O B-COMMENTS_ADJ I-COMMENTS_ADJ
2841,中国银行II卡，不审批很正常,B-BANK I-BANK I-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ
2842,兄弟你一直在申请卡?怎么看，额度重要么,O O O O O O O O B-PRODUCT O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O
2843,楼主玩币了吧？突然32800的收入。开心吧,O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2844,我的中国银行也冻结5天了。完全没要解的意思。被ga冻结的,O O B-BANK I-BANK I-BANK I-BANK O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
2845,办一张交通银行的信用卡还是很快的,O O O B-BANK I-BANK I-BANK I-BANK O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O
2846,中行不容易啊楼主什么资质,B-BANK I-BANK B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O
2847,恭喜下卡！推了几次都没推倒,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O O O
2848,中行下卡基本上也就是1万额度了，很难提额,B-BANK I-BANK B-COMMENTS_N I-COMMENTS_N O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N
2849,恭喜下卡。。,B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O
2850,中行这个还不错，五次刷免，不知有没有实体卡。,B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O
2851,我是凌晨2点申请，早上6点多收到卡号短信。2w，浦发的，还可以吧,O O O O O O O O O O O O O O O O B-PRODUCT O O O O O O O B-BANK I-BANK O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2852,信用卡欠几万，没资格。,B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O
2853,我就是5k销了立马申请??秒批30k的 兴业的,O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK O
2854,有，我也是降到0了。今天给客服打电话了。??说是分行直接降的额度。,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
2855,分行有这么大的权限？工行据说不行啊,O O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2856,对，我也掉到0了?我今天给客服打了电话?据说看到了几个点，不可能恢复,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O O
2857,意思就是你已经还够最低了,O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2858,意思就是我不还这3100多也不算逾期还是,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
2859,现在不知道账单最低是3100多还是,O O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O
2860,啥意思就是3100是最低还款了对吧还是,O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O
2861,意思就是最低已经达标了,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O
2862,18号还进去一笔然后又刷了,O O O O O O O O O O O O O
2863,我知道了谢谢就是这3100不还也不会逾期对吧,O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
2864,不明白这次最低还款额为什么这么高。,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O B-COMMENTS_ADJ O
2865,大哥，你已经付了最低还款额，剩下的不会逾期，但是会,O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O
2866,说明你是够最低的。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2867,我只有首次绑卡交易收到了那个0元验证,O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O
2868,你是不是付款很快，比如微信支付宝，绑定是,O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O
2869,是我第一次交易，我拿机器去做。,O O O O O O O O O O O O O O O
2870,不是身份证过期，有效期到了，就刷不了，交通就是,O O O O O O O O O O O O O O O O O O O O O O O
2871,好的，具体需要做什么，能搞就放心,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2872,在移动app里，但是点开后会跳转打开应用首页,O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O O
2873,然而我的30K还在精养。。我的工行啊,O O O O O O O O O O O O O O O B-BANK I-BANK O
2874,看来我的额度还是喜人的,O O O O B-COMMENTS_N I-COMMENTS_N O O O O O
2875,冲动，当时招行给我10万还很开心,O O O O O B-BANK I-BANK O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2876,看来我的还可以再留一留，看看额度咋样,O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O
2877,四大行好像都是这样的，近期也不能申请太频繁了，还持有卡,O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O B-PRODUCT
2878,"老凡尔赛了,华夏40万额度",O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
2879,有中行e贷，那是资质真的过硬啊！:hug:,O B-BANK I-BANK B-PRODUCT I-PRODUCT O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O
2880,把信用信息提了半年，再说吧。网贷后一定要清仓,O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O
2881,浦发非凡白61.5k建设南航白45k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O O O B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O
2882,工行3k（消）申无界下10k,B-BANK I-BANK O O O O O O O O O O O O
2883,不行的，我固定大于临时也是失败,B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2884,中行5.1k–16k,B-BANK I-BANK O O O O O O O O
2885,我临时设置了6300，固定了7000，没试，每次都失败。,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2886,我也是。临时限制和固定限制都是14k，这是提的什么额度,O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N
2887,听说固定金额大于临时金额。,O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_N I-COMMENTS_N I-COMMENTS_N I-COMMENTS_N O
2888,我对四大行很失望，打算卖给中国银行。工行的两个5000已经冻结2个月了，所有推荐都消失了。,O O O O O O O O O O O O O B-BANK I-BANK I-BANK I-BANK O B-BANK I-BANK O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ I-COMMENTS_ADJ O
2889,这就难了，我的5000个菜卡平时真的给淘宝买个菜，别人呢,O O B-COMMENTS_ADJ O O O O O O O O O B-PRODUCT I-PRODUCT O O O O O O O O O O O O O O
2890,有啊明明显示2次机会??点开却不行，这是为啥啊，好烦,O O O O O O O O O O O O O O O O O O O O O O O O O O
2891,看来手机银行要主推手机盾和sim盾。,O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O B-PRODUCT I-PRODUCT I-PRODUCT I-PRODUCT O
2892,sim就够了，再大的转移工具，那砖头也是一个。,O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O
2893,弟流水这么大？,O B-COMMENTS_N I-COMMENTS_N O O B-COMMENTS_ADJ O
2894,我也收到此类短信，群发的吧，所以没用，不用担心,O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2895,我批了，利息高，用不起。,O O O O B-COMMENTS_N I-COMMENTS_N B-COMMENTS_ADJ O O O O O
2896,NND，才给我8K。是打发要饭的呢。。:Q:Q:Q:Q 破兴业,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-BANK I-BANK
2897,没打，只是额度不理想,O O O O O B-COMMENTS_N I-COMMENTS_N O O O
2898,我也收到这种短信，群发。，忽略就可以了,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
2899,招商自由白68k,B-BANK I-BANK B-PRODUCT I-PRODUCT I-PRODUCT O O O
2900,中行老油子申同等级卡都是共享额度，没有曲线一说,B-BANK I-BANK O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O
2901,你说的就是扯淡呢，除非你不是本地的，不然不可能要这些东西,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O
2902,是本地人，本地工作，一定要的，我也不知道为什么，给办就好,O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2903,现在都严了，尤其外地的。后悔当时没多办几个大行的，现在很难搞,O O O B-COMMENTS_ADJ O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2904,有钱人一张足以，没钱才多搞几个行的储蓄卡，大行都有话费水电费加油等羊毛,O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT O O O O O O O O O O O O O O O
2905,还好我8大银行都办齐了！！赞赞,O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ
2906,你说的都是废话，除非你不是本地人，要这个身份证是不可能的，异地。,O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O O O O O O O O O O O O O O O O O O O O O O
2907,银行主管解决了他。浦发这么嚣张的,O O O O O O O O O B-BANK I-BANK O O B-COMMENTS_ADJ I-COMMENTS_ADJ O
2908,告诉她我到底要不要做。做卡只是为了绑定信用卡还款?,O O O O O O O O O O O O O O O O O O O B-PRODUCT I-PRODUCT I-PRODUCT B-COMMENTS_N I-COMMENTS_N O
2909,我一直没固定临额一直是10.4。今天降了7.15,O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O B-COMMENTS_ADJ O O O O O
2910,这么敏感吗，这额度就是看看的。你调调试试能不能给你,O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2911,你严重逾期，还拖欠贷款一次。,O B-COMMENTS_ADJ I-COMMENTS_ADJ B-COMMENTS_N I-COMMENTS_N O O O O B-PRODUCT I-PRODUCT O O O
2912,如果点了会怎么样？即使其他人没有逾期，它仍然提示我这个配额调整没有被批准。,O O O O O O O O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O O O O O O O O O O O O O O O O O O O
2913,还没有，银行叫我把网贷还清，你审核了多久放款了吗,O O O O O O O O O B-PRODUCT I-PRODUCT O O O O B-COMMENTS_N I-COMMENTS_N O B-COMMENTS_ADJ I-COMMENTS_ADJ O O O O
2914,砖行要是中午12点25分左右发短信给你的话证明你有戏了！要是上午9点左右或是下午5点左右收到短信的基本没戏了！,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-COMMENTS_ADJ I-COMMENTS_ADJ O O
2915,买菜卡为什么要申请，我都注销了,O B-PRODUCT I-PRODUCT O O O O O O O O O B-COMMENTS_N I-COMMENTS_N O
